commove, commoved, commoved, commoving
communalise, communalised, communalised, communalising
communalize, communalized, communalized, communalizing
commune, communed, communed, communing
communicate, communicated, communicated, communicating
communise, communised, communised, communising
communize, communized, communized, communizing
commutate, commutated, commutated, commutating
commute, commuted, commuted, commuting
compact, compacted, compacted, compacting
companion, companioned, companioned, companioning
company, companied, companied, companying
compare, compared, compared, comparing
comparison-shop, comparison-shoped, comparison-shoped, comparison-shoping
compart, comparted, comparted, comparting
compartmentalise, compartmentalised, compartmentalised, compartmentalising
compartmentalize, compartmentalized, compartmentalized, compartmentalizing
compass, compassed, compassed, compassing
compassionate, compassionated, compassionated, compassionating
compel, compeled, compeled, compeling
compensate, compensated, compensated, compensating
compere, compered, compered, compering
compete, competed, competed, competing
compile, compiled, compiled, compiling
complain, complained, complained, complaining
complect, complected, complected, complecting
complement, complemented, complemented, complementing
complete, completed, completed, completing
complexify, complexified, complexified, complexifying
complexion, complexioned, complexioned, complexioning
complicate, complicated, complicated, complicating
compliment, complimented, complimented, complimenting
complot, comploted, comploted, comploting
comply, complied, complied, complying
comport, comported, comported, comporting
compose, composed, composed, composing
compost, composted, composted, composting
compound, compounded, compounded, compounding
comprehend, comprehended, comprehended, comprehending
compress, compressed, compressed, compressing
comprise, comprised, comprised, comprising
compromise, compromised, compromised, compromising
compute, computed, computed, computing
computerise, computerised, computerised, computerising
computerize, computerized, computerized, computerizing
con, coned, coned, coning
concatenate, concatenated, concatenated, concatenating
conceal, concealed, concealed, concealing
concede, conceded, conceded, conceding
conceive, conceived, conceived, conceiving
concenter, concentered, concentered, concentering
concentrate, concentrated, concentrated, concentrating
concentre, concentred, concentred, concentring
conceptualise, conceptualised, conceptualised, conceptualising
conceptualize, conceptualized, conceptualized, conceptualizing
concern, concerned, concerned, concerning
concert, concerted, concerted, concerting
concertina, concertinaed, concertinaed, concertinaing
concertise, concertised, concertised, concertising
concertize, concertized, concertized, concertizing
conciliate, conciliated, conciliated, conciliating
conclude, concluded, concluded, concluding
concoct, concocted, concocted, concocting
concord, concorded, concorded, concording
concrete, concreted, concreted, concreting
concretise, concretised, concretised, concretising
concretize, concretized, concretized, concretizing
concur, concured, concured, concuring
concuss, concussed, concussed, concussing
condemn, condemned, condemned, condemning
condense, condensed, condensed, condensing
condescend, condescended, condescended, condescending
condition, conditioned, conditioned, conditioning
condole, condoled, condoled, condoling
condone, condoned, condoned, condoning
conduce, conduced, conduced, conducing
conduct, conducted, conducted, conducting
cone, coned, coned, coning
confab, confabed, confabed, confabing
confabulate, confabulated, confabulated, confabulating
confect, confected, confected, confecting
confection, confectioned, confectioned, confectioning
confederate, confederated, confederated, confederating
confer, confered, confered, confering
confess, confessed, confessed, confessing
confide, confided, confided, confiding
configure, configured, configured, configuring
confine, confined, confined, confining
confirm, confirmed, confirmed, confirming
confiscate, confiscated, confiscated, confiscating
conflagrate, conflagrated, conflagrated, conflagrating
conflate, conflated, conflated, conflating
conflict, conflicted, conflicted, conflicting
conform, conformed, conformed, conforming
confound, confounded, confounded, confounding
confront, confronted, confronted, confronting
confuse, confused, confused, confusing
confute, confuted, confuted, confuting
conga, congaed, congaed, congaing
conge, conged, conged, conging
congeal, congealed, congealed, congealing
congee, congeed, congeed, congeing
congest, congested, congested, congesting
conglobate, conglobated, conglobated, conglobating
conglobe, conglobed, conglobed, conglobing
conglomerate, conglomerated, conglomerated, conglomerating
conglutinate, conglutinated, conglutinated, conglutinating
congratulate, congratulated, congratulated, congratulating
congregate, congregated, congregated, congregating
conjecture, conjectured, conjectured, conjecturing
conjoin, conjoined, conjoined, conjoining
conjugate, conjugated, conjugated, conjugating
conjure, conjured, conjured, conjuring
conk, conked, conked, conking
conn, conned, conned, conning
connect, connected, connected, connecting
connive, connived, connived, conniving
connote, connoted, connoted, connoting
conquer, conquered, conquered, conquering
conscript, conscripted, conscripted, conscripting
consecrate, consecrated, consecrated, consecrating
consent, consented, consented, consenting
conserve, conserved, conserved, conserving
consider, considered, considered, considering
consign, consigned, consigned, consigning
consist, consisted, consisted, consisting
consociate, consociated, consociated, consociating
console, consoled, consoled, consoling
consolidate, consolidated, consolidated, consolidating
consonate, consonated, consonated, consonating
consort, consorted, consorted, consorting
conspire, conspired, conspired, conspiring
constellate, constellated, constellated, constellating
consternate, consternated, consternated, consternating
constipate, constipated, constipated, constipating
constitute, constituted, constituted, constituting
constitutionalise, constitutionalised, constitutionalised, constitutionalising
constitutionalize, constitutionalized, constitutionalized, constitutionalizing
constrain, constrained, constrained, constraining
constrict, constricted, constricted, constricting
constringe, constringed, constringed, constringing
construct, constructed, constructed, constructing
construe, construed, construed, construing
consubstantiate, consubstantiated, consubstantiated, consubstantiating
consult, consulted, consulted, consulting
consume, consumed, consumed, consuming
consummate, consummated, consummated, consummating
contact, contacted, contacted, contacting
contain, contained, contained, containing
containerise, containerised, containerised, containerising
containerize, containerized, containerized, containerizing
contaminate, contaminated, contaminated, contaminating
contemn, contemned, contemned, contemning
contemplate, contemplated, contemplated, contemplating
contemporise, contemporised, contemporised, contemporising
contemporize, contemporized, contemporized, contemporizing
contend, contended, contended, contending
content, contented, contented, contenting
contest, contested, contested, contesting
continue, continued, continued, continuing
contort, contorted, contorted, contorting
contour, contoured, contoured, contouring
contract, contracted, contracted, contracting
contradance, contradanced, contradanced, contradancing
contradict, contradicted, contradicted, contradicting
contradistinguish, contradistinguished, contradistinguished, contradistinguishing
contraindicate, contraindicated, contraindicated, contraindicating
contrast, contrasted, contrasted, contrasting
contravene, contravened, contravened, contravening
contredanse, contredansed, contredansed, contredansing
contribute, contributed, contributed, contributing
contrive, contrived, contrived, contriving
control, controled, controled, controling
controvert, controverted, controverted, controverting
contuse, contused, contused, contusing
convalesce, convalesced, convalesced, convalescing
convect, convected, convected, convecting
convene, convened, convened, convening
conventionalise, conventionalised, conventionalised, conventionalising
conventionalize, conventionalized, conventionalized, conventionalizing
converge, converged, converged, converging
converse, conversed, conversed, conversing
convert, converted, converted, converting
convey, conveied, conveied, conveying
convict, convicted, convicted, convicting
convince, convinced, convinced, convincing
convoke, convoked, convoked, convoking
convolute, convoluted, convoluted, convoluting
convolve, convolved, convolved, convolving
convoy, convoied, convoied, convoying
convulse, convulsed, convulsed, convulsing
coo, cooed, cooed, cooing
cooccur, cooccured, cooccured, cooccuring
cook, cooked, cooked, cooking
cool, cooled, cooled, cooling
cooper, coopered, coopered, coopering
cooperate, cooperated, cooperated, cooperating
coordinate, coordinated, coordinated, coordinating
cop, coped, coped, coping
cope, coped, coped, coping
copolymerise, copolymerised, copolymerised, copolymerising
copolymerize, copolymerized, copolymerized, copolymerizing
copper, coppered, coppered, coppering
copper-bottom, copper-bottomed, copper-bottomed, copper-bottoming
copulate, copulated, copulated, copulating
copy, copied, copied, copying
copyedit, copyedited, copyedited, copyediting
copyread, copyreaded, copyreaded, copyreading
copyright, copyrighted, copyrighted, copyrighting
coquet, coqueted, coqueted, coqueting
coquette, coquetted, coquetted, coquetting
corbel, corbeled, corbeled, corbeling
cord, corded, corded, cording
corduroy, corduroied, corduroied, corduroying
core, cored, cored, coring
cork, corked, corked, corking
corkscrew, corkscrewed, corkscrewed, corkscrewing
corn, corned, corned, corning
corner, cornered, cornered, cornering
cornice, corniced, corniced, cornicing
coronate, coronated, coronated, coronating
corrade, corraded, corraded, corrading
corral, corraled, corraled, corraling
correct, corrected, corrected, correcting
correlate, correlated, correlated, correlating
correspond, corresponded, corresponded, corresponding
corroborate, corroborated, corroborated, corroborating
corrode, corroded, corroded, corroding
corrugate, corrugated, corrugated, corrugating
corrupt, corrupted, corrupted, corrupting
corset, corseted, corseted, corseting
coruscate, coruscated, coruscated, coruscating
cosh, coshed, coshed, coshing
cosign, cosigned, cosigned, cosigning
cosponsor, cosponsored, cosponsored, cosponsoring
cosset, cosseted, cosseted, cosseting
cost, costed, costed, costing
costume, costumed, costumed, costuming
cotton, cottoned, cottoned, cottoning
couch, couched, couched, couching
cough, coughed, coughed, coughing
counsel, counseled, counseled, counseling
count, counted, counted, counting
countenance, countenanced, countenanced, countenancing
counter, countered, countered, countering
counter-drill, counter-drilled, counter-drilled, counter-drilling
counteract, counteracted, counteracted, counteracting
counterattack, counterattacked, counterattacked, counterattacking
counterbalance, counterbalanced, counterbalanced, counterbalancing
counterchallenge, counterchallenged, counterchallenged, counterchallenging
counterchange, counterchanged, counterchanged, counterchanging
countercheck, counterchecked, counterchecked, counterchecking
counterclaim, counterclaimed, counterclaimed, counterclaiming
counterfeit, counterfeited, counterfeited, counterfeiting
countermand, countermanded, countermanded, countermanding
countermarch, countermarched, countermarched, countermarching
countermine, countermined, countermined, countermining
counterplot, counterploted, counterploted, counterploting
counterpoint, counterpointed, counterpointed, counterpointing
counterpoise, counterpoised, counterpoised, counterpoising
counterpose, counterposed, counterposed, counterposing
countersign, countersigned, countersigned, countersigning
countersink, countersinked, countersinked, countersinking
counterstrike, counterstriked, counterstriked, counterstriking
countervail, countervailed, countervailed, countervailing
counterweight, counterweighted, counterweighted, counterweighting
country-dance, country-danced, country-danced, country-dancing
couple, coupled, coupled, coupling
course, coursed, coursed, coursing
court, courted, courted, courting
court-martial, court-martialed, court-martialed, court-martialing
covenant, covenanted, covenanted, covenanting
cover, covered, covered, covering
covet, coveted, coveted, coveting
cow, cowed, cowed, cowing
cower, cowered, cowered, cowering
cowhide, cowhided, cowhided, cowhiding
cowl, cowled, cowled, cowling
cox, coxed, coxed, coxing
cozen, cozened, cozened, cozening
crab, crabed, crabed, crabing
crack, cracked, cracked, cracking
crackle, crackled, crackled, crackling
cradle, cradled, cradled, cradling
craft, crafted, crafted, crafting
cram, cramed, cramed, craming
cramp, cramped, cramped, cramping
cranch, cranched, cranched, cranching
crane, craned, craned, craning
crank, cranked, cranked, cranking
crap, craped, craped, craping
crape, craped, craped, craping
crash, crashed, crashed, crashing
crash-dive, crash-dived, crash-dived, crash-diving
crate, crated, crated, crating
craunch, craunched, craunched, craunching
crave, craved, craved, craving
crawfish, crawfished, crawfished, crawfishing
crawl, crawled, crawled, crawling
crayon, crayoned, crayoned, crayoning
craze, crazed, crazed, crazing
creak, creaked, creaked, creaking
cream, creamed, creamed, creaming
crease, creased, creased, creasing
create, created, created, creating
credit, credited, credited, crediting
creep, creeped, creeped, creeping
cremate, cremated, cremated, cremating
crenel, creneled, creneled, creneling
crenelate, crenelated, crenelated, crenelating
crenellate, crenellated, crenellated, crenellating
creolize, creolized, creolized, creolizing
creosote, creosoted, creosoted, creosoting
crepe, creped, creped, creping
crepitate, crepitated, crepitated, crepitating
crescendo, crescendoed, crescendoed, crescendoing
crest, crested, crested, cresting
crew, crewed, crewed, crewing
crib, cribed, cribed, cribing
crick, cricked, cricked, cricking
cricket, cricketed, cricketed, cricketing
criminalise, criminalised, criminalised, criminalising
criminalize, criminalized, criminalized, criminalizing
criminate, criminated, criminated, criminating
crimp, crimped, crimped, crimping
crimson, crimsoned, crimsoned, crimsoning
cringe, cringed, cringed, cringing
crinkle, crinkled, crinkled, crinkling
cripple, crippled, crippled, crippling
crisp, crisped, crisped, crisping
crispen, crispened, crispened, crispening
crisscross, crisscrossed, crisscrossed, crisscrossing
criticise, criticised, criticised, criticising
criticize, criticized, criticized, criticizing
critique, critiqued, critiqued, critiquing
croak, croaked, croaked, croaking
crochet, crocheted, crocheted, crocheting
crock, crocked, crocked, crocking
cronk, cronked, cronked, cronking
crook, crooked, crooked, crooking
croon, crooned, crooned, crooning
crop, croped, croped, croping
croquet, croqueted, croqueted, croqueting
cross, crossed, crossed, crossing
cross-check, cross-checked, cross-checked, cross-checking
cross-dress, cross-dressed, cross-dressed, cross-dressing
cross-fertilise, cross-fertilised, cross-fertilised, cross-fertilising
cross-fertilize, cross-fertilized, cross-fertilized, cross-fertilizing
cross-file, cross-filed, cross-filed, cross-filing
cross-index, cross-indexed, cross-indexed, cross-indexing
cross-link, cross-linked, cross-linked, cross-linking
cross-pollinate, cross-pollinated, cross-pollinated, cross-pollinating
cross-refer, cross-refered, cross-refered, cross-refering
crossbreed, crossbreeded, crossbreeded, crossbreeding
crosscut, crosscuted, crosscuted, crosscuting
crosshatch, crosshatched, crosshatched, crosshatching
crossruff, crossruffed, crossruffed, crossruffing
crouch, crouched, crouched, crouching
crow, crowed, crowed, crowing
crowd, crowded, crowded, crowding
crown, crowned, crowned, crowning
crucify, crucified, crucified, crucifying
cruise, cruised, cruised, cruising
crumb, crumbed, crumbed, crumbing
crumble, crumbled, crumbled, crumbling
crump, crumped, crumped, crumping
crumple, crumpled, crumpled, crumpling
crunch, crunched, crunched, crunching
crusade, crusaded, crusaded, crusading
crush, crushed, crushed, crushing
crust, crusted, crusted, crusting
cry, cried, cried, crying
crystalise, crystalised, crystalised, crystalising
crystalize, crystalized, crystalized, crystalizing
crystallise, crystallised, crystallised, crystallising
crystallize, crystallized, crystallized, crystallizing
cub, cubed, cubed, cubing
cube, cubed, cubed, cubing
cuckold, cuckolded, cuckolded, cuckolding
cuckoo, cuckooed, cuckooed, cuckooing
cuddle, cuddled, cuddled, cuddling
cudgel, cudgeled, cudgeled, cudgeling
cue, cued, cued, cuing
cuff, cuffed, cuffed, cuffing
cull, culled, culled, culling
culminate, culminated, culminated, culminating
cultivate, cultivated, cultivated, cultivating
culture, cultured, cultured, culturing
cumber, cumbered, cumbered, cumbering
cumulate, cumulated, cumulated, cumulating
cup, cuped, cuped, cuping
curb, curbed, curbed, curbing
curdle, curdled, curdled, curdling
cure, cured, cured, curing
curl, curled, curled, curling
curry, curried, curried, currying
currycomb, currycombed, currycombed, currycombing
curse, cursed, cursed, cursing
curtail, curtailed, curtailed, curtailing
curtain, curtained, curtained, curtaining
curtsey, curtseied, curtseied, curtseying
curtsy, curtsied, curtsied, curtsying
curve, curved, curved, curving
curvet, curveted, curveted, curveting
cushion, cushioned, cushioned, cushioning
cuss, cussed, cussed, cussing
custom-make, custom-maked, custom-maked, custom-making
customise, customised, customised, customising
customize, customized, customized, customizing
cut, cuted, cuted, cuting
cutinize, cutinized, cutinized, cutinizing
cybernate, cybernated, cybernated, cybernating
cycle, cycled, cycled, cycling
cyclostyle, cyclostyled, cyclostyled, cyclostyling
cypher, cyphered, cyphered, cyphering
dab, dabed, dabed, dabing
dabble, dabbled, dabbled, dabbling
dado, dadoed, dadoed, dadoing
daisy-chain, daisy-chained, daisy-chained, daisy-chaining
dally, dallied, dallied, dallying
dam, damed, damed, daming
damage, damaged, damaged, damaging
damascene, damascened, damascened, damascening
damn, damned, damned, damning
damp, damped, damped, damping
dampen, dampened, dampened, dampening
dance, danced, danced, dancing
dandify, dandified, dandified, dandifying
dandle, dandled, dandled, dandling
dangle, dangled, dangled, dangling
dapple, dappled, dappled, dappling
dare, dared, dared, daring
darken, darkened, darkened, darkening
darn, darned, darned, darning
dart, darted, darted, darting
dash, dashed, dashed, dashing
date, dated, dated, dating
date-mark, date-marked, date-marked, date-marking
dateline, datelined, datelined, datelining
datemark, datemarked, datemarked, datemarking
daub, daubed, daubed, daubing
daunt, daunted, daunted, daunting
dawdle, dawdled, dawdled, dawdling
dawn, dawned, dawned, dawning
daydream, daydreamed, daydreamed, daydreaming
daze, dazed, dazed, dazing
dazzle, dazzled, dazzled, dazzling
de-access, de-accessed, de-accessed, de-accessing
de-aerate, de-aerated, de-aerated, de-aerating
de-emphasise, de-emphasised, de-emphasised, de-emphasising
de-emphasize, de-emphasized, de-emphasized, de-emphasizing
de-energise, de-energised, de-energised, de-energising
de-energize, de-energized, de-energized, de-energizing
de-escalate, de-escalated, de-escalated, de-escalating
de-ice, de-iced, de-iced, de-icing
de-iodinate, de-iodinated, de-iodinated, de-iodinating
de-ionate, de-ionated, de-ionated, de-ionating
deaccession, deaccessioned, deaccessioned, deaccessioning
deactivate, deactivated, deactivated, deactivating
deaden, deadened, deadened, deadening
deaerate, deaerated, deaerated, deaerating
deaf, deafed, deafed, deafing
deafen, deafened, deafened, deafening
deal, dealed, dealed, dealing
deaminate, deaminated, deaminated, deaminating
deaminize, deaminized, deaminized, deaminizing
debar, debared, debared, debaring
debark, debarked, debarked, debarking
debase, debased, debased, debasing
debate, debated, debated, debating
debauch, debauched, debauched, debauching
debilitate, debilitated, debilitated, debilitating
debit, debited, debited, debiting
debone, deboned, deboned, deboning
debouch, debouched, debouched, debouching
debrief, debriefed, debriefed, debriefing
debug, debuged, debuged, debuging
debunk, debunked, debunked, debunking
debut, debuted, debuted, debuting
decaffeinate, decaffeinated, decaffeinated, decaffeinating
decalcify, decalcified, decalcified, decalcifying
decamp, decamped, decamped, decamping
decant, decanted, decanted, decanting
decapitate, decapitated, decapitated, decapitating
decarbonate, decarbonated, decarbonated, decarbonating
decarbonise, decarbonised, decarbonised, decarbonising
decarbonize, decarbonized, decarbonized, decarbonizing
decarboxylate, decarboxylated, decarboxylated, decarboxylating
decarburise, decarburised, decarburised, decarburising
decarburize, decarburized, decarburized, decarburizing
decay, decaied, decaied, decaying
decease, deceased, deceased, deceasing
deceive, deceived, deceived, deceiving
decelerate, decelerated, decelerated, decelerating
decentralise, decentralised, decentralised, decentralising
decentralize, decentralized, decentralized, decentralizing
decerebrate, decerebrated, decerebrated, decerebrating
decertify, decertified, decertified, decertifying
dechlorinate, dechlorinated, dechlorinated, dechlorinating
decide, decided, decided, deciding
decimalise, decimalised, decimalised, decimalising
decimalize, decimalized, decimalized, decimalizing
decimate, decimated, decimated, decimating
decipher, deciphered, deciphered, deciphering
deck, decked, decked, decking
declaim, declaimed, declaimed, declaiming
declare, declared, declared, declaring
declassify, declassified, declassified, declassifying
declaw, declawed, declawed, declawing
decline, declined, declined, declining
declutch, declutched, declutched, declutching
decoct, decocted, decocted, decocting
decode, decoded, decoded, decoding
decoke, decoked, decoked, decoking
decollate, decollated, decollated, decollating
decolonise, decolonised, decolonised, decolonising
decolonize, decolonized, decolonized, decolonizing
decolor, decolored, decolored, decoloring
decolorise, decolorised, decolorised, decolorising
decolorize, decolorized, decolorized, decolorizing
decolour, decoloured, decoloured, decolouring
decolourise, decolourised, decolourised, decolourising
decolourize, decolourized, decolourized, decolourizing
decommission, decommissioned, decommissioned, decommissioning
decompose, decomposed, decomposed, decomposing
decompress, decompressed, decompressed, decompressing
deconcentrate, deconcentrated, deconcentrated, deconcentrating
deconsecrate, deconsecrated, deconsecrated, deconsecrating
deconstruct, deconstructed, deconstructed, deconstructing
decontaminate, decontaminated, decontaminated, decontaminating
decontrol, decontroled, decontroled, decontroling
decorate, decorated, decorated, decorating
decorticate, decorticated, decorticated, decorticating
decouple, decoupled, decoupled, decoupling
decoy, decoied, decoied, decoying
decrease, decreased, decreased, decreasing
decree, decreed, decreed, decreing
decrepitate, decrepitated, decrepitated, decrepitating
decrescendo, decrescendoed, decrescendoed, decrescendoing
decriminalise, decriminalised, decriminalised, decriminalising
decriminalize, decriminalized, decriminalized, decriminalizing
decry, decried, decried, decrying
decrypt, decrypted, decrypted, decrypting
decussate, decussated, decussated, decussating
dedicate, dedicated, dedicated, dedicating
dedifferentiate, dedifferentiated, dedifferentiated, dedifferentiating
deduce, deduced, deduced, deducing
deduct, deducted, deducted, deducting
deem, deemed, deemed, deeming
deep-dye, deep-dyed, deep-dyed, deep-dying
deep-fat-fry, deep-fat-fried, deep-fat-fried, deep-fat-frying
deep-fry, deep-fried, deep-fried, deep-frying
deep-six, deep-sixed, deep-sixed, deep-sixing
deepen, deepened, deepened, deepening
deface, defaced, defaced, defacing
defalcate, defalcated, defalcated, defalcating
defame, defamed, defamed, defaming
defang, defanged, defanged, defanging
defat, defated, defated, defating
default, defaulted, defaulted, defaulting
defeat, defeated, defeated, defeating
defecate, defecated, defecated, defecating
defect, defected, defected, defecting
defeminise, defeminised, defeminised, defeminising
defeminize, defeminized, defeminized, defeminizing
defend, defended, defended, defending
defenestrate, defenestrated, defenestrated, defenestrating
defer, defered, defered, defering
defervesce, defervesced, defervesced, defervescing
defibrillate, defibrillated, defibrillated, defibrillating
defibrinate, defibrinated, defibrinated, defibrinating
defile, defiled, defiled, defiling
define, defined, defined, defining
deflagrate, deflagrated, deflagrated, deflagrating
deflate, deflated, deflated, deflating
deflect, deflected, deflected, deflecting
deflower, deflowered, deflowered, deflowering
defog, defoged, defoged, defoging
defoliate, defoliated, defoliated, defoliating
deforest, deforested, deforested, deforesting
deform, deformed, deformed, deforming
defraud, defrauded, defrauded, defrauding
defray, defraied, defraied, defraying
defrock, defrocked, defrocked, defrocking
defrost, defrosted, defrosted, defrosting
defuse, defused, defused, defusing
defy, defied, defied, defying
degas, degased, degased, degasing
degauss, degaussed, degaussed, degaussing
degenerate, degenerated, degenerated, degenerating
deglaze, deglazed, deglazed, deglazing
deglycerolise, deglycerolised, deglycerolised, deglycerolising
deglycerolize, deglycerolized, deglycerolized, deglycerolizing
degrade, degraded, degraded, degrading
degrease, degreased, degreased, degreasing
degust, degusted, degusted, degusting
dehisce, dehisced, dehisced, dehiscing
dehorn, dehorned, dehorned, dehorning
dehumanise, dehumanised, dehumanised, dehumanising
dehumanize, dehumanized, dehumanized, dehumanizing
dehumidify, dehumidified, dehumidified, dehumidifying
dehydrate, dehydrated, dehydrated, dehydrating
dehydrogenate, dehydrogenated, dehydrogenated, dehydrogenating
deice, deiced, deiced, deicing
deify, deified, deified, deifying
deign, deigned, deigned, deigning
deionize, deionized, deionized, deionizing
deject, dejected, dejected, dejecting
delay, delaied, delaied, delaying
delegate, delegated, delegated, delegating
delete, deleted, deleted, deleting
deliberate, deliberated, deliberated, deliberating
delight, delighted, delighted, delighting
delimit, delimited, delimited, delimiting
delimitate, delimitated, delimitated, delimitating
delineate, delineated, delineated, delineating
deliquesce, deliquesced, deliquesced, deliquescing
delist, delisted, delisted, delisting
deliver, delivered, delivered, delivering
delocalize, delocalized, delocalized, delocalizing
delouse, deloused, deloused, delousing
delude, deluded, deluded, deluding
deluge, deluged, deluged, deluging
delve, delved, delved, delving
demagnetise, demagnetised, demagnetised, demagnetising
demagnetize, demagnetized, demagnetized, demagnetizing
demand, demanded, demanded, demanding
demarcate, demarcated, demarcated, demarcating
demasculinise, demasculinised, demasculinised, demasculinising
demasculinize, demasculinized, demasculinized, demasculinizing
dematerialise, dematerialised, dematerialised, dematerialising
dematerialize, dematerialized, dematerialized, dematerializing
demean, demeaned, demeaned, demeaning
demilitarise, demilitarised, demilitarised, demilitarising
demilitarize, demilitarized, demilitarized, demilitarizing
demineralise, demineralised, demineralised, demineralising
demineralize, demineralized, demineralized, demineralizing
demise, demised, demised, demising
demist, demisted, demisted, demisting
demo, demoed, demoed, demoing
demob, demobed, demobed, demobing
demobilise, demobilised, demobilised, demobilising
demobilize, demobilized, demobilized, demobilizing
democratise, democratised, democratised, democratising
democratize, democratized, democratized, democratizing
demodulate, demodulated, demodulated, demodulating
demolish, demolished, demolished, demolishing
demonetise, demonetised, demonetised, demonetising
demonetize, demonetized, demonetized, demonetizing
demonise, demonised, demonised, demonising
demonize, demonized, demonized, demonizing
demonstrate, demonstrated, demonstrated, demonstrating
demoralise, demoralised, demoralised, demoralising
demoralize, demoralized, demoralized, demoralizing
demote, demoted, demoted, demoting
demulsify, demulsified, demulsified, demulsifying
demur, demured, demured, demuring
demyelinate, demyelinated, demyelinated, demyelinating
demystify, demystified, demystified, demystifying
demythologise, demythologised, demythologised, demythologising
demythologize, demythologized, demythologized, demythologizing
denationalise, denationalised, denationalised, denationalising
denationalize, denationalized, denationalized, denationalizing
denaturalise, denaturalised, denaturalised, denaturalising
denaturalize, denaturalized, denaturalized, denaturalizing
denature, denatured, denatured, denaturing
denazify, denazified, denazified, denazifying
denigrate, denigrated, denigrated, denigrating
denitrify, denitrified, denitrified, denitrifying
denominate, denominated, denominated, denominating
denote, denoted, denoted, denoting
denounce, denounced, denounced, denouncing
dent, dented, dented, denting
denudate, denudated, denudated, denudating
denude, denuded, denuded, denuding
deny, denied, denied, denying
deodorise, deodorised, deodorised, deodorising
deodorize, deodorized, deodorized, deodorizing
deodourise, deodourised, deodourised, deodourising
deoxidise, deoxidised, deoxidised, deoxidising
deoxidize, deoxidized, deoxidized, deoxidizing
deoxygenate, deoxygenated, deoxygenated, deoxygenating
depart, departed, departed, departing
depend, depended, depended, depending
depersonalise, depersonalised, depersonalised, depersonalising
depersonalize, depersonalized, depersonalized, depersonalizing
depict, depicted, depicted, depicting
depilate, depilated, depilated, depilating
deplane, deplaned, deplaned, deplaning
deplete, depleted, depleted, depleting
deplore, deplored, deplored, deploring
deploy, deploied, deploied, deploying
deplumate, deplumated, deplumated, deplumating
deplume, deplumed, deplumed, depluming
depolarise, depolarised, depolarised, depolarising
depolarize, depolarized, depolarized, depolarizing
depone, deponed, deponed, deponing
depopulate, depopulated, depopulated, depopulating
deport, deported, deported, deporting
depose, deposed, deposed, deposing
deposit, deposited, deposited, depositing
deprave, depraved, depraved, depraving
deprecate, deprecated, deprecated, deprecating
depreciate, depreciated, depreciated, depreciating
depress, depressed, depressed, depressing
depressurise, depressurised, depressurised, depressurising
depressurize, depressurized, depressurized, depressurizing
deprive, deprived, deprived, depriving
depute, deputed, deputed, deputing
deputise, deputised, deputised, deputising
deputize, deputized, deputized, deputizing
deracinate, deracinated, deracinated, deracinating
derail, derailed, derailed, derailing
derange, deranged, deranged, deranging
derate, derated, derated, derating
derecognise, derecognised, derecognised, derecognising
derecognize, derecognized, derecognized, derecognizing
deregulate, deregulated, deregulated, deregulating
derequisition, derequisitioned, derequisitioned, derequisitioning
derestrict, derestricted, derestricted, derestricting
deride, derided, derided, deriding
derive, derived, derived, deriving
derogate, derogated, derogated, derogating
desacralize, desacralized, desacralized, desacralizing
desalinate, desalinated, desalinated, desalinating
desalinise, desalinised, desalinised, desalinising
desalinize, desalinized, desalinized, desalinizing
desalt, desalted, desalted, desalting
descale, descaled, descaled, descaling
descant, descanted, descanted, descanting
descend, descended, descended, descending
describe, described, described, describing
descry, descried, descried, descrying
desecrate, desecrated, desecrated, desecrating
desegregate, desegregated, desegregated, desegregating
desensitise, desensitised, desensitised, desensitising
desensitize, desensitized, desensitized, desensitizing
desert, deserted, deserted, deserting
deserve, deserved, deserved, deserving
desex, desexed, desexed, desexing
desexualise, desexualised, desexualised, desexualising
desexualize, desexualized, desexualized, desexualizing
desiccate, desiccated, desiccated, desiccating
design, designed, designed, designing
designate, designated, designated, designating
desire, desired, desired, desiring
desist, desisted, desisted, desisting
desolate, desolated, desolated, desolating
desorb, desorbed, desorbed, desorbing
despair, despaired, despaired, despairing
despatch, despatched, despatched, despatching
despise, despised, despised, despising
despoil, despoiled, despoiled, despoiling
despond, desponded, desponded, desponding
desquamate, desquamated, desquamated, desquamating
destabilise, destabilised, destabilised, destabilising
destabilize, destabilized, destabilized, destabilizing
destain, destained, destained, destaining
destalinise, destalinised, destalinised, destalinising
destalinize, destalinized, destalinized, destalinizing
destine, destined, destined, destining
destress, destressed, destressed, destressing
destroy, destroied, destroied, destroying
destruct, destructed, destructed, destructing
desulfurize, desulfurized, desulfurized, desulfurizing
desulphurize, desulphurized, desulphurized, desulphurizing
desynchronise, desynchronised, desynchronised, desynchronising
desynchronize, desynchronized, desynchronized, desynchronizing
detach, detached, detached, detaching
detail, detailed, detailed, detailing
detain, detained, detained, detaining
detect, detected, detected, detecting
deter, detered, detered, detering
deterge, deterged, deterged, deterging
deteriorate, deteriorated, deteriorated, deteriorating
determine, determined, determined, determining
detest, detested, detested, detesting
dethaw, dethawed, dethawed, dethawing
dethrone, dethroned, dethroned, dethroning
detick, deticked, deticked, deticking
detonate, detonated, detonated, detonating
detour, detoured, detoured, detouring
detox, detoxed, detoxed, detoxing
detoxicate, detoxicated, detoxicated, detoxicating
detoxify, detoxified, detoxified, detoxifying
detract, detracted, detracted, detracting
detrain, detrained, detrained, detraining
detransitivise, detransitivised, detransitivised, detransitivising
